PERMNO,disc_date,fdate,change,shares,category,,1,new position: did not hold position in previous quarter ,,,
89006,20120214,20111231,-2711995,87034713,,,,,,,
89475,20120214,20111231,0,4063675,,,,,,,
89954,20120214,20111231,16099000,20348400,,,,,,,
91233,20120214,20111231,0,405000,,,,,,,
92611,20120214,20111231,573300,2865008,,,,,,,
93089,20120214,20111231,1343904,3445029,,,,,,,
11308,20120515,20120331,0,200000000,,,,,,,
12052,20120515,20120331,0,3877122,,,,,,,
12060,20120515,20120331,0,7777900,,,,,,,
12369,20120515,20120331,10000000,10000000,,,,,,,
12431,20120515,20120331,-600,636000,,,,,,,
12490,20120515,20120331,489769,64395700,,,,,,,
13008,20120515,20120331,1298600,3000000,,,,,,,
13928,20120515,20120331,0,29100937,,,,,,,
17005,20120515,20120331,0,7106500,,,,,,,
18163,20120515,20120331,-3511900,73254136,,,,,,,
22111,20120515,20120331,0,29018127,,,,,,,
30382,20120515,20120331,-860083,3637164,,,,,,,
35554,20120515,20120331,0,5382040,,,,,,,
38703,20120515,20120331,10631300,394334928,,,,,,,
47941,20120515,20120331,0,1740231,,,,,,,
48506,20120515,20120331,0,28415250,,,,,,,
49656,20120515,20120331,3813551,5607466,,,,,,,
53225,20120515,20120331,0,1727765,,,,,,,
55976,20120515,20120331,7671000,46708142,,,,,,,
59176,20120515,20120331,0,151610700,,,,,,,
59328,20120515,20120331,-3750000,7745000,,,,,,,
61524,20120515,20120331,-1538377,0,,,,,,,
62308,20120515,20120331,0,4235818,,,,,,,
66157,20120515,20120331,-100,69039326,,,,,,,
75064,20120515,20120331,0,1510500,,,,,,,
79244,20120515,20120331,0,17072192,,,,,,,
82307,20120515,20120331,3315500,6000000,,,,,,,
87055,20120515,20120331,0,4333363,,,,,,,
87447,20120515,20120331,0,1429200,,,,,,,
89006,20120515,20120331,-9017548,78017165,,,,,,,
89475,20120515,20120331,0,4063675,,,,,,,
89954,20120515,20120331,2651200,22999600,,,,,,,
91066,20120515,20120331,1591670,1591670,,,,,,,
91233,20120515,20120331,0,405000,,,,,,,
92611,20120515,20120331,0,2865008,,,,,,,
93089,20120515,20120331,-1214881,2230148,,,,,,,
11308,20120814,20120630,0,200000000,,,,,,,
12052,20120814,20120630,0,3877122,,,,,,,
12060,20120814,20120630,-2769275,5008625,,,,,,,
12369,20120814,20120630,0,10000000,,,,,,,
12431,20120814,20120630,-615600,20400,,,,,,,
12490,20120814,20120630,2249696,66645396,,,,,,,
13008,20120814,20120630,2500000,5500000,,,,,,,
13356,20120814,20120630,27163918,27163918,,,,,,,
13928,20120814,20120630,-232300,28868637,,,,,,,
17005,20120814,20120630,-1804584,5301916,,,,,,,
18163,20120814,20120630,-13651933,59602203,,,,,,,
22111,20120814,20120630,-18684999,10333128,,,,,,,
30382,20120814,20120630,-316279,3320885,,,,,,,
35554,20120814,20120630,0,5382040,,,,,,,
38703,20120814,20120630,16710317,411045245,,,,,,,
47941,20120814,20120630,0,1740231,,,,,,,
48506,20120814,20120630,0,28415250,,,,,,,
49656,20120814,20120630,13112049,18719515,,,,,,,
50286,20120814,20120630,3225822,3225822,,,,,,,
53225,20120814,20120630,0,1727765,,,,,,,
55976,20120814,20120630,0,46708142,,,,,,,
59176,20120814,20120630,0,151610700,,,,,,,
59328,20120814,20120630,-7745000,0,,,,,,,
62308,20120814,20120630,0,4235818,,,,,,,
66157,20120814,20120630,-3038613,66000713,,,,,,,
75064,20120814,20120630,0,1510500,,,,,,,
79244,20120814,20120630,0,17072192,,,,,,,
82307,20120814,20120630,3300000,9300000,,,,,,,
84032,20120814,20120630,2841200,2841200,,,,,,,
87055,20120814,20120630,0,4333363,,,,,,,
87447,20120814,20120630,-1167300,261900,,,,,,,
89006,20120814,20120630,-19190775,58826390,,,,,,,
89475,20120814,20120630,0,4063675,,,,,,,
89954,20120814,20120630,5421100,28420700,,,,,,,
91066,20120814,20120630,5221530,6813200,,,,,,,
91233,20120814,20120630,0,405000,,,,,,,
92611,20120814,20120630,-785349,2079659,,,,,,,
93089,20120814,20120630,-358277,1871871,,,,,,,
11308,20121114,20120930,200000000,400000000,,,,,,,
12052,20121114,20120930,0,3877122,,,,,,,
12060,20121114,20120930,-4419725,588900,,,,,,,
12369,20121114,20120930,5000000,15000000,,,,,,,
12431,20121114,20120930,-20400,0,,,,,,,
12490,20121114,20120930,872500,67517896,,,,,,,
13008,20121114,20120930,0,5500000,,,,,,,
13356,20121114,20120930,0,27163918,,,,,,,
13928,20121114,20120930,-4744726,24123911,,,,,,,
17005,20121114,20120930,-5301916,0,,,,,,,
18163,20121114,20120930,-6809125,52793078,,,,,,,
19350,20121114,20120930,3978767,3978767,,,,,,,
22111,20121114,20120930,-9841100,492028,,,,,,,
30382,20121114,20120930,-3320885,0,,,,,,,
35554,20121114,20120930,0,5382040,,,,,,,
38703,20121114,20120930,11504300,422549545,,,,,,,
47941,20121114,20120930,0,1740231,,,,,,,
48506,20121114,20120930,0,28415250,,,,,,,
49656,20121114,20120930,914400,19633915,,,,,,,
50286,20121114,20120930,-2095102,1130720,,,,,,,
50972,20121114,20120930,4646220,4646220,,,,,,,
53225,20121114,20120930,0,1727765,,,,,,,
55976,20121114,20120930,0,46708142,,,,,,,
59176,20121114,20120930,0,151610700,,,,,,,
62308,20121114,20120930,0,4235818,,,,,,,
63830,20121114,20120930,1248901,1248901,,,,,,,
66157,20121114,20120930,-4736112,61264601,,,,,,,
75064,20121114,20120930,0,1510500,,,,,,,
79244,20121114,20120930,0,17072192,,,,,,,
82307,20121114,20120930,897569,10197569,,,,,,,
84032,20121114,20120930,1345600,4186800,,,,,,,
87055,20121114,20120930,0,4333363,,,,,,,
87447,20121114,20120930,-202500,59400,,,,,,,
89006,20121114,20120930,-28362040,30464350,,,,,,,
89006,20121114,20120930,-58826390,0,,,,,,,
89475,20121114,20120930,0,4063675,,,,,,,
89954,20121114,20120930,1134900,29555600,,,,,,,
91066,20121114,20120930,794000,7607200,,,,,,,
91233,20121114,20120930,0,405000,,,,,,,
92188,20121114,20120930,1599064,1599064,,,,,,,
92611,20121114,20120930,-524200,1555459,,,,,,,
93089,20121114,20120930,-308437,1563434,,,,,,,
10516,20130214,20121231,5956600,5956600,,,,,,,
11308,20130214,20121231,0,400000000,,,,,,,
12052,20130214,20121231,0,3877122,,,,,,,
12060,20130214,20121231,0,588900,,,,,,,
12369,20130214,20121231,10000000,25000000,,,,,,,
12490,20130214,20121231,597588,68115484,,,,,,,
13008,20130214,20121231,-5500000,0,,,,,,,
13356,20130214,20121231,0,27163918,,,,,,,
13598,20130214,20121231,1668714,1668714,,,,,,,
13928,20130214,20121231,0,24123911,,,,,,,
18163,20130214,20121231,0,52793078,,,,,,,
19350,20130214,20121231,0,3978767,,,,,,,
22111,20130214,20121231,-164928,327100,,,,,,,
35554,20130214,20121231,0,5382040,,,,,,,
38703,20130214,20121231,17308316,439857861,,,,,,,
47941,20130214,20121231,0,1740231,,,,,,,
48506,20130214,20121231,0,28415250,,,,,,,
49656,20130214,20121231,0,19633915,,,,,,,
50286,20130214,20121231,-1041857,88863,,,,,,,
50972,20130214,20121231,0,4646220,,,,,,,
53225,20130214,20121231,0,1727765,,,,,,,
55976,20130214,20121231,793040,47501182,,,,,,,
59176,20130214,20121231,0,151610700,,,,,,,
62308,20130214,20121231,0,4235818,,,,,,,
63830,20130214,20121231,728435,1977336,,,,,,,
66157,20130214,20121231,0,61264601,,,,,,,
75064,20130214,20121231,0,1510500,,,,,,,
79244,20130214,20121231,0,17072192,,,,,,,
82307,20130214,20121231,3410366,13607935,,,,,,,
84032,20130214,20121231,1108000,5294800,,,,,,,
85753,20130214,20121231,3685700,3685700,,,,,,,
87055,20130214,20121231,0,4333363,,,,,,,
87447,20130214,20121231,0,59400,,,,,,,
89006,20130214,20121231,-17623900,12840450,,,,,,,
89475,20130214,20121231,0,4063675,,,,,,,
89954,20130214,20121231,4481900,34037500,,,,,,,
91066,20130214,20121231,0,7607200,,,,,,,
91233,20130214,20121231,0,405000,,,,,,,
92188,20130214,20121231,2472861,4071925,,,,,,,
92611,20130214,20121231,0,1555459,,,,,,,
93089,20130214,20121231,0,1563434,,,,,,,
10516,20130515,20130331,-5956600,0,,,,,,,
11308,20130515,20130331,0,400000000,,,,,,,
12052,20130515,20130331,-3877122,0,,,,,,,
12060,20130515,20130331,0,588900,,,,,,,
12369,20130515,20130331,0,25000000,,,,,,,
12490,20130515,20130331,6500,68121984,,,,,,,
13356,20130515,20130331,0,27163918,,,,,,,
13598,20130515,20130331,-66653,1602061,,,,,,,
13928,20130515,20130331,0,24123911,,,,,,,
18163,20130515,20130331,0,52793078,,,,,,,
19350,20130515,20130331,0,3978767,,,,,,,
22111,20130515,20130331,0,327100,,,,,,,
35554,20130515,20130331,0,5382040,,,,,,,
38703,20130515,20130331,18312462,458170323,,,,,,,
47941,20130515,20130331,0,1740231,,,,,,,
48506,20130515,20130331,0,28415250,,,,,,,
49656,20130515,20130331,-694800,18939115,,,,,,,
50286,20130515,20130331,0,88863,,,,,,,
50972,20130515,20130331,0,4646220,,,,,,,
53225,20130515,20130331,0,1727765,,,,,,,
55976,20130515,20130331,1746053,49247235,,,,,,,
59176,20130515,20130331,0,151610700,,,,,,,
62308,20130515,20130331,0,4235818,,,,,,,
63830,20130515,20130331,0,1977336,,,,,,,
66157,20130515,20130331,193500,61458101,,,,,,,
75064,20130515,20130331,0,1510500,,,,,,,
79244,20130515,20130331,0,17072192,,,,,,,
82307,20130515,20130331,1365971,14973906,,,,,,,
84032,20130515,20130331,2189500,7484300,,,,,,,
84651,20130515,20130331,6508600,6508600,,,,,,,
85753,20130515,20130331,4488400,8174100,,,,,,,
87055,20130515,20130331,0,4333363,,,,,,,
87447,20130515,20130331,0,59400,,,,,,,
89006,20130515,20130331,-5787700,7052750,,,,,,,
89475,20130515,20130331,0,4063675,,,,,,,
89954,20130515,20130331,3237900,37275400,,,,,,,
91066,20130515,20130331,0,7607200,,,,,,,
91233,20130515,20130331,0,405000,,,,,,,
91275,20130515,20130331,5622340,5622340,,,,,,,
92188,20130515,20130331,4400,4076325,,,,,,,
92611,20130515,20130331,0,1555459,,,,,,,
93089,20130515,20130331,0,1563434,,,,,,,
11308,20130815,20130630,0,400000000,,,,,,,
12060,20130815,20130630,0,588900,,,,,,,
12369,20130815,20130630,15000000,40000000,,,,,,,
12490,20130815,20130630,0,68121984,,,,,,,
13356,20130815,20130630,0,27163918,,,,,,,
13598,20130815,20130630,-1409395,192666,,,,,,,
13928,20130815,20130630,0,24123911,,,,,,,
18163,20130815,20130630,0,52793078,,,,,,,
19350,20130815,20130630,0,3978767,,,,,,,
22111,20130815,20130630,0,327100,,,,,,,
35554,20130815,20130630,0,5382040,,,,,,,
38703,20130815,20130630,4961300,463131623,,,,,,,
47941,20130815,20130630,-1740231,0,,,,,,,
48506,20130815,20130630,-3493072,24922178,,,,,,,
49656,20130815,20130630,5704914,24644029,,,,,,,
50286,20130815,20130630,0,88863,,,,,,,
50972,20130815,20130630,0,4646220,,,,,,,
53225,20130815,20130630,0,1727765,,,,,,,
55976,20130815,20130630,0,49247235,,,,,,,
59176,20130815,20130630,0,151610700,,,,,,,
62308,20130815,20130630,0,4235818,,,,,,,
63830,20130815,20130630,0,1977336,,,,,,,
66157,20130815,20130630,16819200,78277301,,,,,,,
75064,20130815,20130630,-34479,1476021,,,,,,,
79244,20130815,20130630,0,17072192,,,,,,,
80070,20130815,20130630,17769457,17769457,,,,,,,
81696,20130815,20130630,547312,547312,,,,,,,
82307,20130815,20130630,0,14973906,,,,,,,
84032,20130815,20130630,1395700,8880000,,,,,,,
84651,20130815,20130630,3042155,9550755,,,,,,,
85753,20130815,20130630,2723320,10897420,,,,,,,
87055,20130815,20130630,0,4333363,,,,,,,
87447,20130815,20130630,0,59400,,,,,,,
89006,20130815,20130630,-6474750,578000,,,,,,,
89475,20130815,20130630,0,4063675,,,,,,,
89954,20130815,20130630,0,37275400,,,,,,,
91066,20130815,20130630,0,7607200,,,,,,,
91233,20130815,20130630,0,405000,,,,,,,
91275,20130815,20130630,0,5622340,,,,,,,
92188,20130815,20130630,0,4076325,,,,,,,
92611,20130815,20130630,0,1555459,,,,,,,
93089,20130815,20130630,0,1563434,,,,,,,
11308,20140214,20131231,0,400000000,,,,,,,
11850,20140214,20131231,41129643,41129643,,,,,,,
12060,20140214,20131231,9996602,10585502,,,,,,,
12369,20140214,20131231,0,40000000,,,,,,,
12490,20140214,20131231,0,68121984,,,,,,,
13356,20140214,20131231,0,27163918,,,,,,,
13598,20140214,20131231,0,192666,,,,,,,
13928,20140214,20131231,-13043953,11079958,,,,,,,
18163,20140214,20131231,0,52793078,,,,,,,
19350,20140214,20131231,0,3978767,,,,,,,
22111,20140214,20131231,0,327100,,,,,,,
35554,20140214,20131231,0,5382040,,,,,,,
38703,20140214,20131231,326500,463458123,,,,,,,
48506,20140214,20131231,-252400,24669778,,,,,,,
49656,20140214,20131231,8807,24652836,,,,,,,
50286,20140214,20131231,0,88863,,,,,,,
50972,20140214,20131231,0,4646220,,,,,,,
53225,20140214,20131231,0,1727765,,,,,,,
55976,20140214,20131231,236498,49483733,,,,,,,
59176,20140214,20131231,0,151610700,,,,,,,
62308,20140214,20131231,0,4235818,,,,,,,
63830,20140214,20131231,0,1977336,,,,,,,
66157,20140214,20131231,1043600,79320901,,,,,,,
75064,20140214,20131231,-1476021,0,,,,,,,
79244,20140214,20131231,17817982,34890174,,,,,,,
80070,20140214,20131231,-4769457,13000000,,,,,,,
81696,20140214,20131231,-547312,0,,,,,,,
82307,20140214,20131231,21487388,36461294,,,,,,,
84032,20140214,20131231,0,8880000,,,,,,,
84651,20140214,20131231,0,9550755,,,,,,,
85753,20140214,20131231,64100,10961520,,,,,,,
86868,20140214,20131231,12631531,12631531,,,,,,,
87055,20140214,20131231,0,4333363,,,,,,,
87447,20140214,20131231,0,59400,,,,,,,
89006,20140214,20131231,0,578000,,,,,,,
89475,20140214,20131231,-157800,3905875,,,,,,,
89954,20140214,20131231,-760700,36514700,,,,,,,
91066,20140214,20131231,0,7607200,,,,,,,
91233,20140214,20131231,3645000,4050000,,,,,,,
91275,20140214,20131231,-1080459,4541881,,,,,,,
92188,20140214,20131231,0,4076325,,,,,,,
92611,20140214,20131231,0,1555459,,,,,,,
93089,20140214,20131231,0,1563434,,,,,,,
11308,20140515,20140331,0,400000000,,,,,,,
11850,20140515,20140331,0,41129643,,,,,,,
12060,20140515,20140331,0,10585502,,,,,,,
12369,20140515,20140331,-10000000,30000000,,,,,,,
12490,20140515,20140331,233100,68355084,,,,,,,
13356,20140515,20140331,-17422615,9741303,,,,,,,
13598,20140515,20140331,0,192666,,,,,,,
13928,20140515,20140331,0,11079958,,,,,,,
18163,20140515,20140331,0,52793078,,,,,,,
19350,20140515,20140331,0,3978767,,,,,,,
22111,20140515,20140331,0,327100,,,,,,,
35554,20140515,20140331,0,5382040,,,,,,,
38703,20140515,20140331,0,463458123,,,,,,,
48506,20140515,20140331,0,24669778,,,,,,,
49656,20140515,20140331,0,24652836,,,,,,,
50286,20140515,20140331,0,88863,,,,,,,
50972,20140515,20140331,0,4646220,,,,,,,
53225,20140515,20140331,0,1727765,,,,,,,
55976,20140515,20140331,8568679,58052412,,,,,,,
59176,20140515,20140331,0,151610700,,,,,,,
62308,20140515,20140331,0,4235818,,,,,,,
63830,20140515,20140331,0,1977336,,,,,,,
65875,20140515,20140331,11022743,11022743,,,,,,,
66157,20140515,20140331,705796,80026697,,,,,,,
79244,20140515,20140331,0,34890174,,,,,,,
80070,20140515,20140331,0,13000000,,,,,,,
82307,20140515,20140331,1159858,37621152,,,,,,,
84032,20140515,20140331,0,8880000,,,,,,,
84651,20140515,20140331,0,9550755,,,,,,,
85753,20140515,20140331,724134,11685654,,,,,,,
86868,20140515,20140331,0,12631531,,,,,,,
87055,20140515,20140331,0,4333363,,,,,,,
87447,20140515,20140331,0,59400,,,,,,,
89006,20140515,20140331,0,578000,,,,,,,
89475,20140515,20140331,0,3905875,,,,,,,
89954,20140515,20140331,-2000000,34514700,,,,,,,
91066,20140515,20140331,0,7607200,,,,,,,
91233,20140515,20140331,0,4050000,,,,,,,
91275,20140515,20140331,-2622340,1919541,,,,,,,
92188,20140515,20140331,0,4076325,,,,,,,
92611,20140515,20140331,0,1555459,,,,,,,
93089,20140515,20140331,0,1563434,,,,,,,
11308,20140814,20140630,0,400000000,,,,,,,
11850,20140814,20140630,0,41129643,,,,,,,
12060,20140814,20140630,0,10585502,,,,,,,
12369,20140814,20140630,2960056,32960056,,,,,,,
12490,20140814,20140630,1818894,70173978,,,,,,,
13356,20140814,20140630,-3245503,6495800,,,,,,,
13598,20140814,20140630,0,192666,,,,,,,
13928,20140814,20140630,-9724730,1355228,,,,,,,
14632,20140814,20140630,1825569,1825569,,,,,,,
18163,20140814,20140630,0,52793078,,,,,,,
19350,20140814,20140630,0,3978767,,,,,,,
22111,20140814,20140630,0,327100,,,,,,,
35554,20140814,20140630,0,5382040,,,,,,,
38703,20140814,20140630,0,463458123,,,,,,,
48506,20140814,20140630,0,24669778,,,,,,,
49656,20140814,20140630,0,24652836,,,,,,,
50286,20140814,20140630,0,88863,,,,,,,
50972,20140814,20140630,0,4646220,,,,,,,
53225,20140814,20140630,-1620190,107575,,,,,,,
55976,20140814,20140630,744847,58797259,,,,,,,
59176,20140814,20140630,0,151610700,,,,,,,
62308,20140814,20140630,2117909,6353727,,,,,,,
63830,20140814,20140630,-100714,1876622,,,,,,,
65875,20140814,20140630,3978185,15000928,,,,,,,
66157,20140814,20140630,67800,80094497,,,,,,,
79244,20140814,20140630,4111842,39002016,,,,,,,
80070,20140814,20140630,3458330,16458330,,,,,,,
82307,20140814,20140630,0,37621152,,,,,,,
84032,20140814,20140630,-1577722,7302278,,,,,,,
84651,20140814,20140630,1150355,10701110,,,,,,,
85753,20140814,20140630,1299346,12985000,,,,,,,
86868,20140814,20140630,0,12631531,,,,,,,
87055,20140814,20140630,0,4333363,,,,,,,
87447,20140814,20140630,0,59400,,,,,,,
89006,20140814,20140630,0,578000,,,,,,,
89475,20140814,20140630,0,3905875,,,,,,,
89954,20140814,20140630,-11046705,23467995,,,,,,,
91066,20140814,20140630,0,7607200,,,,,,,
91233,20140814,20140630,0,4050000,,,,,,,
91275,20140814,20140630,-1919541,0,,,,,,,
92188,20140814,20140630,0,4076325,,,,,,,
92611,20140814,20140630,244290,1799749,,,,,,,
93089,20140814,20140630,0,1563434,,,,,,,
11308,20141114,20140930,0,400000000,,,,,,,
11850,20141114,20140930,0,41129643,,,,,,,
12060,20141114,20140930,0,10585502,,,,,,,
12369,20141114,20140930,7039944,40000000,,,,,,,
12490,20141114,20140930,304034,70478012,,,,,,,
13356,20141114,20140930,-293400,6202400,,,,,,,
13598,20141114,20140930,0,192666,,,,,,,
13757,20141114,20140930,4000000,4000000,,,,,,,
13928,20141114,20140930,-883234,471994,,,,,,,
14632,20141114,20140930,0,1825569,,,,,,,
14811,20141114,20140930,8000000,8000000,,,,,,,
14944,20141114,20141231,1000000,1000000,,,,,,,
18163,20141114,20140930,0,52793078,,,,,,,
19350,20141114,20140930,-3978767,0,,,,,,,
22111,20141114,20140930,0,327100,,,,,,,
35554,20141114,20140930,0,5382040,,,,,,,
38703,20141114,20140930,0,463458123,,,,,,,
48506,20141114,20140930,0,24669778,,,,,,,
49656,20141114,20140930,-1275233,23377603,,,,,,,
50286,20141114,20140930,0,88863,,,,,,,
50972,20141114,20140930,0,4646220,,,,,,,
53225,20141114,20140930,0,107575,,,,,,,
55976,20141114,20140930,1588034,60385293,,,,,,,
59176,20141114,20140930,0,151610700,,,,,,,
62308,20141114,20140930,0,6353727,,,,,,,
63830,20141114,20140930,205600,2082222,,,,,,,
65875,20141114,20140930,0,15000928,,,,,,,
66157,20141114,20140930,0,80094497,,,,,,,
77668,20141114,20140930,449489,449489,,,,,,,
79244,20141114,20140930,0,39002016,,,,,,,
80070,20141114,20140930,2019400,18477730,,,,,,,
82307,20141114,20140930,0,37621152,,,,,,,
84032,20141114,20140930,-919918,6382360,,,,,,,
84651,20141114,20140930,0,10701110,,,,,,,
85753,20141114,20140930,0,12985000,,,,,,,
86868,20141114,20140930,0,12631531,,,,,,,
87055,20141114,20140930,0,4333363,,,,,,,
87447,20141114,20140930,0,59400,,,,,,,
89006,20141114,20140930,0,578000,,,,,,,
89475,20141114,20140930,0,3905875,,,,,,,
89954,20141114,20140930,6532005,30000000,,,,,,,
91066,20141114,20140930,101000,7708200,,,,,,,
91233,20141114,20140930,665400,4715400,,,,,,,
92188,20141114,20140930,0,4076325,,,,,,,
92611,20141114,20140930,346541,2146290,,,,,,,
93089,20141114,20140930,0,1563434,,,,,,,
11308,20150515,20150331,0,400000000,,,,,,,
11850,20150515,20150331,-41129643,0,,,,,,,
12060,20150515,20150331,0,10585502,,,,,,,
12369,20150515,20150331,1000000,41000000,,,,,,,
12490,20150515,20150331,9087103,79565115,,,,,,,
13356,20150515,20150331,1297050,7499450,,,,,,,
13598,20150515,20150331,0,192666,,,,,,,
13757,20150515,20150331,0,4000000,,,,,,,
14632,20150515,20150331,0,1825569,,,,,,,
14811,20150515,20150331,0,8000000,,,,,,,
14944,20150515,20150331,-1000000,0,,,,,,,
18163,20150515,20150331,0,52793078,,,,,,,
19350,20150515,20150331,13331323,17310090,,,,,,,
22111,20150515,20150331,0,327100,,,,,,,
35554,20150515,20150331,0,5382040,,,,,,,
38703,20150515,20150331,6834236,470292359,,,,,,,
48506,20150515,20150331,0,24669778,,,,,,,
49656,20150515,20150331,-2697183,20680420,,,,,,,
50286,20150515,20150331,0,88863,,,,,,,
50972,20150515,20150331,0,4646220,,,,,,,
53225,20150515,20150331,0,107575,,,,,,,
55976,20150515,20150331,0,60385293,,,,,,,
59176,20150515,20150331,0,151610700,,,,,,,
62308,20150515,20150331,0,6353727,,,,,,,
63830,20150515,20150331,2118570,4200792,,,,,,,
65875,20150515,20150331,0,15000928,,,,,,,
66157,20150515,20150331,3678893,83773390,,,,,,,
77668,20150515,20150331,-449489,0,,,,,,,
79244,20150515,20150331,0,39002016,,,,,,,
80070,20150515,20150331,3876564,22354294,,,,,,,
82307,20150515,20150331,944418,38565570,,,,,,,
84032,20150515,20150331,-4403465,1978895,,,,,,,
84651,20150515,20150331,0,10701110,,,,,,,
85753,20150515,20150331,0,12985000,,,,,,,
86868,20150515,20150331,0,12631531,,,,,,,
87055,20150515,20150331,0,4333363,,,,,,,
87447,20150515,20150331,0,59400,,,,,,,
89006,20150515,20150331,0,578000,,,,,,,
89475,20150515,20150331,0,3905875,,,,,,,
89954,20150515,20150331,1353468,31353468,,,,,,,
90442,20150515,20150331,6228097,6228097,,,,,,,
91066,20150515,20150331,556879,8265079,,,,,,,
91212,20150515,20150331,8438225,8438225,,,,,,,
91233,20150515,20150331,514356,5229756,,,,,,,
92188,20150515,20150331,-213130,3863195,,,,,,,
92611,20150515,20150331,7738870,9885160,,,,,,,
93089,20150515,20150331,0,1563434,,,,,,,
11308,20150814,20150630,0,400000000,,,,,,,
12060,20150814,20150630,0,10585502,,,,,,,
12369,20150814,20150630,0,41000000,,,,,,,
12490,20150814,20150630,0,79565115,,,,,,,
13356,20150814,20150630,-7499450,0,,,,,,,
13598,20150814,20150630,0,192666,,,,,,,
13757,20150814,20150630,0,4000000,,,,,,,
14632,20150814,20150630,0,1825569,,,,,,,
14811,20150814,20150630,0,8000000,,,,,,,
18163,20150814,20150630,0,52793078,,,,,,,
19350,20150814,20150630,0,17310090,,,,,,,
22111,20150814,20150630,0,327100,,,,,,,
35554,20150814,20150630,0,5382040,,,,,,,
38703,20150814,20150630,0,470292359,,,,,,,
48506,20150814,20150630,0,24669778,,,,,,,
49656,20150814,20150630,0,20680420,,,,,,,
50286,20150814,20150630,0,88863,,,,,,,
50972,20150814,20150630,0,4646220,,,,,,,
53225,20150814,20150630,0,107575,,,,,,,
55976,20150814,20150630,0,60385293,,,,,,,
59176,20150814,20150630,0,151610700,,,,,,,
62308,20150814,20150630,0,6353727,,,,,,,
63830,20150814,20150630,0,4200792,,,,,,,
65875,20150814,20150630,0,15000928,,,,,,,
66157,20150814,20150630,1289777,85063167,,,,,,,
79244,20150814,20150630,0,39002016,,,,,,,
80070,20150814,20150630,0,22354294,,,,,,,
82307,20150814,20150630,0,38565570,,,,,,,
84032,20150814,20150630,-1978895,0,,,,,,,
85753,20150814,20150630,0,12985000,,,,,,,
86868,20150814,20150630,0,12631531,,,,,,,
87055,20150814,20150630,0,4333363,,,,,,,
87447,20150814,20150630,0,59400,,,,,,,
89006,20150814,20150630,0,578000,,,,,,,
89475,20150814,20150630,0,3905875,,,,,,,
89954,20150814,20150630,0,31353468,,,,,,,
90442,20150814,20150630,0,6228097,,,,,,,
91066,20150814,20150630,-2618358,5646721,,,,,,,
91212,20150814,20150630,0,8438225,,,,,,,
91233,20150814,20150630,0,5229756,,,,,,,
92188,20150814,20150630,-86000,3777195,,,,,,,
92611,20150814,20150630,0,9885160,,,,,,,
93089,20150814,20150630,0,1563434,,,,,,,
11308,20151116,20150930,0,400000000,,,,,,,
12060,20151116,20150930,0,10585502,,,,,,,
12308,20151116,20150930,10281603,10281603,,,,,,,
12369,20151116,20150930,9000000,50000000,,,,,,,
12490,20151116,20150930,1468335,81033450,,,,,,,
13356,20151116,20150930,53987476,61486926,,,,,,,
13598,20151116,20150930,-192666,0,,,,,,,
13757,20151116,20150930,3800000,7800000,,,,,,,
14632,20151116,20150930,0,1825569,,,,,,,
14811,20151116,20150930,7386257,15386257,,,,,,,
18163,20151116,20150930,0,52793078,,,,,,,
19350,20151116,20150930,-257980,17052110,,,,,,,
22111,20151116,20150930,0,327100,,,,,,,
23077,20151116,20150930,325634818,325634818,,,,,,,
35554,20151116,20150930,0,5382040,,,,,,,
38703,20151116,20150930,0,470292359,,,,,,,
48506,20151116,20150930,0,24669778,,,,,,,
49656,20151116,20150930,-568208,20112212,,,,,,,
50286,20151116,20150930,0,88863,,,,,,,
50972,20151116,20150930,-1174911,3471309,,,,,,,
53225,20151116,20150930,0,107575,,,,,,,
55976,20151116,20150930,-4200000,56185293,,,,,,,
59176,20151116,20150930,0,151610700,,,,,,,
62308,20151116,20150930,0,6353727,,,,,,,
63830,20151116,20150930,0,4200792,,,,,,,
65875,20151116,20150930,0,15000928,,,,,,,
66093,20151116,20150930,59320756,59320756,,,,,,,
66157,20151116,20150930,0,85063167,,,,,,,
79244,20151116,20150930,0,39002016,,,,,,,
80070,20151116,20150930,7645706,30000000,,,,,,,
82307,20151116,20150930,0,38565570,,,,,,,
85753,20151116,20150930,0,12985000,,,,,,,
86868,20151116,20150930,-1672012,10959519,,,,,,,
87055,20151116,20150930,0,4333363,,,,,,,
87447,20151116,20150930,0,59400,,,,,,,
89006,20151116,20150930,0,578000,,,,,,,
89475,20151116,20150930,0,3905875,,,,,,,
89954,20151116,20150930,-31353468,0,,,,,,,
90442,20151116,20150930,2723772,8951869,,,,,,,
91066,20151116,20150930,-5646721,0,,,,,,,
91212,20151116,20150930,0,8438225,,,,,,,
91233,20151116,20150930,0,5229756,,,,,,,
92188,20151116,20150930,-218006,3559189,,,,,,,
92611,20151116,20150930,0,9885160,,,,,,,
93089,20151116,20150930,0,1563434,,,,,,,
11308,20160216,20151231,0,400000000,,,,,,,
12060,20160216,20151231,0,10585502,,,,,,,
12308,20160216,20151231,0,10281603,,,,,,,
12369,20160216,20151231,0,50000000,,,,,,,
12490,20160216,20151231,0,81033450,,,,,,,
13356,20160216,20151231,0,61486926,,,,,,,
13757,20160216,20151231,0,7800000,,,,,,,
14632,20160216,20151231,0,1825569,,,,,,,
14811,20160216,20151231,0,15386257,,,,,,,
18163,20160216,20151231,0,52793078,,,,,,,
