PERMNO,disc_date,fdate,change,shares,category,,1,new position: did not hold position in previous quarter ,,,
11308,20000515,20000331,0,200000000,,,2,increase: held position in previous quarter and added shares to position,,,
12036,20000515,20000331,4706200,7340700,,,3,no change: did not change position,,,
16424,20000515,20000331,0,96000000,,,4,"decrease: decreased position, but still maintained positive position",,,
32379,20000515,20000331,2222500,6480700,,,5,liquidation: sold all holdings in security,,,
38906,20000515,20000331,0,5703087,,,,,,,
48506,20000515,20000331,11877200,24000000,,,,,,,
53225,20000515,20000331,0,1727765,,,,,,,
59176,20000515,20000331,0,50536900,,,,,,,
68144,20000515,20000331,-860000,5781400,,,,,,,
70519,20000515,20000331,-2550024,5512325,,,,,,,
76638,20000515,20000331,3625000,15750000,,,,,,,
84073,20000515,20000331,0,816655,,,,,,,
11308,20000814,20000630,0,200000000,,,,,,,
12036,20000814,20000630,0,7340700,,,,,,,
15077,20000814,20000630,1520900,1520900,,,,,,,
15720,20000814,20000630,921000,921000,,,,,,,
16424,20000814,20000630,0,96000000,,,,,,,
32379,20000814,20000630,519300,7000000,,,,,,,
38906,20000814,20000630,0,5703087,,,,,,,
47941,20000814,20000630,3636800,3636800,,,,,,,
48506,20000814,20000630,0,24000000,,,,,,,
49905,20000814,20000630,4894500,4894500,,,,,,,
53225,20000814,20000630,0,1727765,,,,,,,
57665,20000814,20000630,6440600,6440600,,,,,,,
59176,20000814,20000630,101073800,151610700,,,,,,,
59192,20000814,20000630,2109800,2109800,,,,,,,
68144,20000814,20000630,860000,6641400,,,,,,,
70519,20000814,20000630,122787,5635112,,,,,,,
75789,20000814,20000630,48013200,48013200,,,,,,,
76638,20000814,20000630,0,15750000,,,,,,,
77546,20000814,20000630,9694000,9694000,,,,,,,
84073,20000814,20000630,0,816655,,,,,,,
86218,20000814,20000630,14288100,14288100,,,,,,,
11308,20001114,20000930,0,200000000,,,,,,,
12036,20001114,20000930,0,7340700,,,,,,,
16424,20001114,20000930,0,96000000,,,,,,,
32379,20001114,20000930,0,7000000,,,,,,,
35554,20001114,20000930,159600,669910,,,,,,,
38906,20001114,20000930,0,5703087,,,,,,,
47941,20001114,20000930,0,3636800,,,,,,,
48506,20001114,20000930,0,24000000,,,,,,,
49905,20001114,20000930,0,4894500,,,,,,,
52396,20001114,20000930,179400,179400,,,,,,,
53225,20001114,20000930,0,1727765,,,,,,,
54412,20001114,20000930,2194200,2194200,,,,,,,
57665,20001114,20000930,-513800,5926800,,,,,,,
59176,20001114,20000930,0,151610700,,,,,,,
62308,20001114,20000930,1410900,2073462,,,,,,,
66157,20001114,20000930,21495001,21495001,,,,,,,
68144,20001114,20000930,0,6641400,,,,,,,
70519,20001114,20000930,-670297,4964815,,,,,,,
76638,20001114,20000930,0,15750000,,,,,,,
77546,20001114,20000930,-149100,9544900,,,,,,,
84073,20001114,20000930,0,816655,,,,,,,
85348,20001114,20000930,174500,174500,,,,,,,
86218,20001114,20000930,-500000,13788100,,,,,,,
89341,20001114,20000930,26000,26000,,,,,,,
11308,20010214,20001231,0,200000000,,,,,,,
12036,20010214,20001231,0,7340700,,,,,,,
16424,20010214,20001231,0,96000000,,,,,,,
16707,20010214,20001231,4786900,4786900,,,,,,,
26403,20010214,20001231,318342,318342,,,,,,,
32379,20010214,20001231,0,7000000,,,,,,,
35554,20010214,20001231,6038850,6708760,,,,,,,
38906,20010214,20001231,0,5703087,,,,,,,
47941,20010214,20001231,0,3636800,,,,,,,
48347,20010214,20001231,54100,54100,,,,,,,
48506,20010214,20001231,0,24000000,,,,,,,
49373,20010214,20001231,7697500,7697500,,,,,,,
49905,20010214,20001231,0,4894500,,,,,,,
52396,20010214,20001231,0,179400,,,,,,,
53225,20010214,20001231,0,1727765,,,,,,,
54412,20010214,20001231,0,2194200,,,,,,,
59176,20010214,20001231,0,151610700,,,,,,,
62308,20010214,20001231,0,2073462,,,,,,,
68144,20010214,20001231,0,6641400,,,,,,,
70519,20010214,20001231,-364256,4600559,,,,,,,
76573,20010214,20001231,3217100,3217100,,,,,,,
76638,20010214,20001231,0,15750000,,,,,,,
77855,20010214,20001231,795200,795200,,,,,,,
79244,20010214,20001231,6500000,6500000,,,,,,,
84073,20010214,20001231,0,816655,,,,,,,
84663,20010214,20001231,1907100,1907100,,,,,,,
85926,20010214,20001231,4304900,4304900,,,,,,,
86218,20010214,20001231,1555100,15343200,,,,,,,
88590,20010214,20001231,12000000,12000000,,,,,,,
11308,20010515,20010331,0,200000000,,,,,,,
12036,20010515,20010331,0,7340700,,,,,,,
12052,20010515,20010331,222177,222177,,,,,,,
16424,20010515,20010331,0,96000000,,,,,,,
22541,20010515,20010331,4921300,4921300,,,,,,,
32379,20010515,20010331,-51300,6948700,,,,,,,
35554,20010515,20010331,0,6708760,,,,,,,
38703,20010515,20010331,55071380,55071380,,,,,,,
38906,20010515,20010331,0,5703087,,,,,,,
47941,20010515,20010331,0,3636800,,,,,,,
48347,20010515,20010331,0,54100,,,,,,,
48506,20010515,20010331,0,24000000,,,,,,,
49373,20010515,20010331,187100,7884600,,,,,,,
52396,20010515,20010331,0,179400,,,,,,,
53225,20010515,20010331,0,1727765,,,,,,,
59176,20010515,20010331,0,151610700,,,,,,,
62308,20010515,20010331,0,2073462,,,,,,,
68144,20010515,20010331,0,6641400,,,,,,,
70519,20010515,20010331,-811098,3789461,,,,,,,
76573,20010515,20010331,-200,3216900,,,,,,,
76638,20010515,20010331,-2191900,13558100,,,,,,,
79244,20010515,20010331,0,6500000,,,,,,,
84073,20010515,20010331,0,816655,,,,,,,
85926,20010515,20010331,-352600,3952300,,,,,,,
86218,20010515,20010331,4568200,19911400,,,,,,,
88590,20010515,20010331,0,12000000,,,,,,,
10145,20010814,20010630,2250000,2250000,,,,,,,
11308,20010814,20010630,0,200000000,,,,,,,
12036,20010814,20010630,0,7340700,,,,,,,
16424,20010814,20010630,0,96000000,,,,,,,
22541,20010814,20010630,0,4921300,,,,,,,
32379,20010814,20010630,0,6948700,,,,,,,
35554,20010814,20010630,0,6708760,,,,,,,
38703,20010814,20010630,-1806300,53265080,,,,,,,
38906,20010814,20010630,0,5703087,,,,,,,
47941,20010814,20010630,0,3636800,,,,,,,
48347,20010814,20010630,0,54100,,,,,,,
48506,20010814,20010630,0,24000000,,,,,,,
49373,20010814,20010630,0,7884600,,,,,,,
52396,20010814,20010630,-73600,105800,,,,,,,
53225,20010814,20010630,0,1727765,,,,,,,
57665,20010814,20010630,-996100,4930700,,,,,,,
59176,20010814,20010630,0,151610700,,,,,,,
62308,20010814,20010630,0,2073462,,,,,,,
66157,20010814,20010630,-15210162,6284839,,,,,,,
68144,20010814,20010630,-835100,5806300,,,,,,,
70519,20010814,20010630,-828031,2961430,,,,,,,
75573,20010814,20010630,5000000,5000000,,,,,,,
76573,20010814,20010630,0,3216900,,,,,,,
76638,20010814,20010630,-5521300,8036800,,,,,,,
77546,20010814,20010630,-1694900,7850000,,,,,,,
79244,20010814,20010630,0,6500000,,,,,,,
84073,20010814,20010630,0,816655,,,,,,,
86218,20010814,20010630,88600,20000000,,,,,,,
88590,20010814,20010630,-5054600,6945400,,,,,,,
11308,20011114,20010930,0,200000000,,,,,,,
12036,20011114,20010930,0,7340700,,,,,,,
16424,20011114,20010930,0,96000000,,,,,,,
22541,20011114,20010930,0,4921300,,,,,,,
32379,20011114,20010930,0,6948700,,,,,,,
35554,20011114,20010930,0,6708760,,,,,,,
38703,20011114,20010930,0,53265080,,,,,,,
38906,20011114,20010930,0,5703087,,,,,,,
47941,20011114,20010930,0,3636800,,,,,,,
48347,20011114,20010930,0,54100,,,,,,,
48506,20011114,20010930,0,24000000,,,,,,,
49373,20011114,20010930,7884600,15769200,,,,,,,
53225,20011114,20010930,0,1727765,,,,,,,
57665,20011114,20010930,0,4930700,,,,,,,
59176,20011114,20010930,0,151610700,,,,,,,
62308,20011114,20010930,0,2073462,,,,,,,
68144,20011114,20010930,0,5806300,,,,,,,
70519,20011114,20010930,-217551,2743879,,,,,,,
76573,20011114,20010930,0,3216900,,,,,,,
76638,20011114,20010930,612300,8649100,,,,,,,
77546,20011114,20010930,0,7850000,,,,,,,
79244,20011114,20010930,0,6500000,,,,,,,
84073,20011114,20010930,0,816655,,,,,,,
86218,20011114,20010930,1586100,21586100,,,,,,,
11308,20020214,20011231,0,200000000,,,,,,,
12036,20020214,20011231,0,7340700,,,,,,,
16424,20020214,20011231,0,96000000,,,,,,,
23026,20020214,20011231,2144205,2144205,,,,,,,
32379,20020214,20011231,0,6948700,,,,,,,
35554,20020214,20011231,0,6708760,,,,,,,
38703,20020214,20011231,0,53265080,,,,,,,
38906,20020214,20011231,0,5703087,,,,,,,
47941,20020214,20011231,0,3636800,,,,,,,
48347,20020214,20011231,0,54100,,,,,,,
48506,20020214,20011231,0,24000000,,,,,,,
49373,20020214,20011231,230000,15999200,,,,,,,
49905,20020214,20011231,1968600,1968600,,,,,,,
53225,20020214,20011231,0,1727765,,,,,,,
57665,20020214,20011231,0,4930700,,,,,,,
59176,20020214,20011231,0,151610700,,,,,,,
62308,20020214,20011231,0,2073462,,,,,,,
68144,20020214,20011231,0,5806300,,,,,,,
76573,20020214,20011231,0,3216900,,,,,,,
76638,20020214,20011231,0,8649100,,,,,,,
76702,20020214,20011231,1867500,1867500,,,,,,,
79244,20020214,20011231,0,6500000,,,,,,,
84073,20020214,20011231,0,816655,,,,,,,
85926,20020214,20011231,-904000,3048300,,,,,,,
86218,20020214,20011231,413900,22000000,,,,,,,
88590,20020214,20011231,-1702000,5243400,,,,,,,
11308,20020515,20020331,0,200000000,,,,,,,
12036,20020515,20020331,0,7340700,,,,,,,
16424,20020515,20020331,0,96000000,,,,,,,
25953,20020515,20020331,2165100,2165100,,,,,,,
32379,20020515,20020331,0,6948700,,,,,,,
35554,20020515,20020331,0,6708760,,,,,,,
38703,20020515,20020331,0,53265080,,,,,,,
38906,20020515,20020331,0,5703087,,,,,,,
47941,20020515,20020331,0,3636800,,,,,,,
48506,20020515,20020331,0,24000000,,,,,,,
49373,20020515,20020331,0,15999200,,,,,,,
49905,20020515,20020331,-1634400,334200,,,,,,,
53225,20020515,20020331,0,1727765,,,,,,,
57665,20020515,20020331,0,4930700,,,,,,,
59176,20020515,20020331,0,151610700,,,,,,,
62308,20020515,20020331,0,2073462,,,,,,,
68144,20020515,20020331,0,5806300,,,,,,,
76702,20020515,20020331,0,1867500,,,,,,,
79244,20020515,20020331,0,6500000,,,,,,,
84073,20020515,20020331,0,816655,,,,,,,
86218,20020515,20020331,0,22000000,,,,,,,
11308,20020813,20020630,0,200000000,,,,,,,
12036,20020813,20020630,0,7340700,,,,,,,
16424,20020813,20020630,0,96000000,,,,,,,
25953,20020813,20020630,0,2165100,,,,,,,
32379,20020813,20020630,0,6948700,,,,,,,
35554,20020813,20020630,0,6708760,,,,,,,
38703,20020813,20020630,0,53265080,,,,,,,
38906,20020813,20020630,0,5703087,,,,,,,
47941,20020813,20020630,0,3636800,,,,,,,
48506,20020813,20020630,0,24000000,,,,,,,
49373,20020813,20020630,0,15999200,,,,,,,
53225,20020813,20020630,0,1727765,,,,,,,
57665,20020813,20020630,-525000,4405700,,,,,,,
59176,20020813,20020630,0,151610700,,,,,,,
62308,20020813,20020630,0,2073462,,,,,,,
68144,20020813,20020630,0,5806300,,,,,,,
76702,20020813,20020630,0,1867500,,,,,,,
79244,20020813,20020630,0,6500000,,,,,,,
84073,20020813,20020630,-365300,451355,,,,,,,
86218,20020813,20020630,0,22000000,,,,,,,
11308,20021114,20020930,0,200000000,,,,,,,
12036,20021114,20020930,0,7340700,,,,,,,
16424,20021114,20020930,0,96000000,,,,,,,
25953,20021114,20020930,314100,2479200,,,,,,,
30681,20021114,20020930,500000,500000,,,,,,,
32379,20021114,20020930,0,6948700,,,,,,,
35554,20021114,20020930,0,6708760,,,,,,,
38703,20021114,20020930,0,53265080,,,,,,,
38906,20021114,20020930,0,5703087,,,,,,,
47941,20021114,20020930,0,3636800,,,,,,,
48506,20021114,20020930,0,24000000,,,,,,,
49373,20021114,20020930,0,15999200,,,,,,,
53225,20021114,20020930,0,1727765,,,,,,,
57665,20021114,20020930,1594300,6000000,,,,,,,
59010,20021114,20020930,20000000,20000000,,,,,,,
59176,20021114,20020930,0,151610700,,,,,,,
62308,20021114,20020930,0,2073462,,,,,,,
68144,20021114,20020930,0,5806300,,,,,,,
76573,20021114,20020930,-736000,2480900,,,,,,,
76638,20021114,20020930,-5437800,3211300,,,,,,,
76702,20021114,20020930,0,1867500,,,,,,,
79244,20021114,20020930,0,6500000,,,,,,,
81285,20021114,20020930,3232000,3232000,,,,,,,
83143,20021114,20020930,6671200,6671200,,,,,,,
84073,20021114,20020930,0,451355,,,,,,,
85926,20021114,20020930,-555500,2492800,,,,,,,
86218,20021114,20020930,0,22000000,,,,,,,
87055,20021114,20020930,5606409,5606409,,,,,,,
88590,20021114,20020930,-3954300,1289100,,,,,,,
11308,20030214,20021231,0,200000000,,,,,,,
12036,20030214,20021231,0,7340700,,,,,,,
16424,20030214,20021231,0,96000000,,,,,,,
25953,20030214,20021231,1520800,4000000,,,,,,,
32379,20030214,20021231,0,6948700,,,,,,,
35554,20030214,20021231,0,6708760,,,,,,,
38703,20030214,20021231,0,53265080,,,,,,,
38906,20030214,20021231,0,5703087,,,,,,,
47941,20030214,20021231,0,3636800,,,,,,,
48506,20030214,20021231,0,24000000,,,,,,,
49373,20030214,20021231,0,15999200,,,,,,,
53225,20030214,20021231,0,1727765,,,,,,,
57665,20030214,20021231,0,6000000,,,,,,,
59010,20030214,20021231,0,20000000,,,,,,,
59176,20030214,20021231,0,151610700,,,,,,,
61524,20030214,20021231,1452549,1452549,,,,,,,
62308,20030214,20021231,-135283,1938179,,,,,,,
63192,20030214,20021231,715000,715000,,,,,,,
68144,20030214,20021231,0,5806300,,,,,,,
76573,20030214,20021231,0,2480900,,,,,,,
76638,20030214,20021231,-2317100,894200,,,,,,,
76702,20030214,20021231,0,1867500,,,,,,,
79244,20030214,20021231,0,6500000,,,,,,,
81285,20030214,20021231,0,3232000,,,,,,,
83143,20030214,20021231,1328800,8000000,,,,,,,
84073,20030214,20021231,0,451355,,,,,,,
85914,20030214,20021231,542800,542800,,,,,,,
85926,20030214,20021231,0,2492800,,,,,,,
86218,20030214,20021231,0,22000000,,,,,,,
87055,20030214,20021231,-352409,5254000,,,,,,,
88590,20030214,20021231,-221200,1067900,,,,,,,
11308,20030515,20030331,0,200000000,,,,,,,
12036,20030515,20030331,0,7340700,,,,,,,
16424,20030515,20030331,0,96000000,,,,,,,
25953,20030515,20030331,500000,4500000,,,,,,,
32379,20030515,20030331,0,6948700,,,,,,,
35554,20030515,20030331,0,6708760,,,,,,,
38703,20030515,20030331,0,53265080,,,,,,,
38906,20030515,20030331,0,5703087,,,,,,,
47941,20030515,20030331,0,3636800,,,,,,,
48506,20030515,20030331,0,24000000,,,,,,,
49373,20030515,20030331,0,15999200,,,,,,,
53225,20030515,20030331,0,1727765,,,,,,,
57665,20030515,20030331,0,6000000,,,,,,,
59010,20030515,20030331,0,20000000,,,,,,,
59176,20030515,20030331,0,151610700,,,,,,,
61524,20030515,20030331,16024,1468573,,,,,,,
62308,20030515,20030331,0,1938179,,,,,,,
68144,20030515,20030331,0,5806300,,,,,,,
76573,20030515,20030331,0,2480900,,,,,,,
76702,20030515,20030331,0,1867500,,,,,,,
79244,20030515,20030331,0,6500000,,,,,,,
81285,20030515,20030331,0,3232000,,,,,,,
84073,20030515,20030331,0,451355,,,,,,,
85926,20030515,20030331,0,2492800,,,,,,,
85991,20030515,20030331,879000,879000,,,,,,,
86218,20030515,20030331,0,22000000,,,,,,,
87055,20030515,20030331,0,5254000,,,,,,,
87295,20030515,20030331,1590696,1590696,,,,,,,
87844,20030515,20030331,718800,718800,,,,,,,
88590,20030515,20030331,-387900,680000,,,,,,,
11308,20030814,20030630,0,200000000,,,,,,,
12036,20030814,20030630,-5111800,2228900,,,,,,,
16424,20030814,20030630,0,96000000,,,,,,,
25953,20030814,20030630,0,4500000,,,,,,,
32379,20030814,20030630,-2600000,4348700,,,,,,,
35554,20030814,20030630,0,6708760,,,,,,,
38703,20030814,20030630,338300,53603380,,,,,,,
38906,20030814,20030630,0,5703087,,,,,,,
44644,20030814,20030630,5735000,5735000,,,,,,,
47941,20030814,20030630,0,3636800,,,,,,,
48506,20030814,20030630,0,24000000,,,,,,,
49373,20030814,20030630,0,15999200,,,,,,,
53225,20030814,20030630,0,1727765,,,,,,,
57665,20030814,20030630,0,6000000,,,,,,,
59010,20030814,20030630,0,20000000,,,,,,,
59176,20030814,20030630,0,151610700,,,,,,,
61524,20030814,20030630,8880,1477453,,,,,,,
62308,20030814,20030630,0,1938179,,,,,,,
68144,20030814,20030630,0,5806300,,,,,,,
76573,20030814,20030630,0,2480900,,,,,,,
76702,20030814,20030630,0,1867500,,,,,,,
79244,20030814,20030630,0,6500000,,,,,,,
81285,20030814,20030630,0,3232000,,,,,,,
84073,20030814,20030630,-284300,167055,,,,,,,
85926,20030814,20030630,-923200,1569600,,,,,,,
86218,20030814,20030630,0,22000000,,,,,,,
87055,20030814,20030630,0,5254000,,,,,,,
87844,20030814,20030630,-59800,659000,,,,,,,
88590,20030814,20030630,-290300,389700,,,,,,,
10604,20031113,20030930,17900700,17900700,,,,,,,
11308,20031113,20030930,0,200000000,,,,,,,
16424,20031113,20030930,0,96000000,,,,,,,
25953,20031113,20030930,-1370700,3129300,,,,,,,
27959,20031113,20030930,1418800,1418800,,,,,,,
32379,20031113,20030930,-3801000,547700,,,,,,,
35554,20031113,20030930,0,6708760,,,,,,,
38703,20031113,20030930,2845000,56448380,,,,,,,
38906,20031113,20030930,0,5703087,,,,,,,
44644,20031113,20030930,-4086000,1649000,,,,,,,
47941,20031113,20030930,0,3636800,,,,,,,
48506,20031113,20030930,0,24000000,,,,,,,
49373,20031113,20030930,0,15999200,,,,,,,
53225,20031113,20030930,0,1727765,,,,,,,
57665,20031113,20030930,0,6000000,,,,,,,
59010,20031113,20030930,0,20000000,,,,,,,
59176,20031113,20030930,0,151610700,,,,,,,
61524,20031113,20030930,8922,1486375,,,,,,,
62308,20031113,20030930,0,1938179,,,,,,,
68144,20031113,20030930,0,5806300,,,,,,,
76573,20031113,20030930,0,2480900,,,,,,,
76702,20031113,20030930,0,1867500,,,,,,,
77546,20031113,20030930,8000000,8000000,,,,,,,
79244,20031113,20030930,0,6500000,,,,,,,
81285,20031113,20030930,0,3232000,,,,,,,
83143,20031113,20030930,-2981500,5018500,,,,,,,
84073,20031113,20030930,0,167055,,,,,,,
85926,20031113,20030930,-445800,1123800,,,,,,,
85991,20031113,20030930,765900,1644900,,,,,,,
86218,20031113,20030930,0,22000000,,,,,,,
87055,20031113,20030930,0,5254000,,,,,,,
87844,20031113,20030930,0,659000,,,,,,,
88590,20031113,20030930,-253700,136000,,,,,,,
10604,20040217,20031231,-2424200,15476500,,,,,,,
11308,20040217,20031231,0,200000000,,,,,,,
16424,20040217,20031231,0,96000000,,,,,,,
25953,20040217,20031231,-1129300,2000000,,,,,,,
35554,20040217,20031231,0,6708760,,,,,,,
38703,20040217,20031231,0,56448380,,,,,,,
38906,20040217,20031231,0,5703087,,,,,,,
44644,20040217,20031231,-233300,1415700,,,,,,,
47941,20040217,20031231,-180200,3456600,,,,,,,
48506,20040217,20031231,0,24000000,,,,,,,
49373,20040217,20031231,-1388300,14610900,,,,,,,
53225,20040217,20031231,0,1727765,,,,,,,
57665,20040217,20031231,0,6000000,,,,,,,
59010,20040217,20031231,-5000000,15000000,,,,,,,
59176,20040217,20031231,0,151610700,,,,,,,
61524,20040217,20031231,3039,1489414,,,,,,,
62308,20040217,20031231,0,1938179,,,,,,,
68144,20040217,20031231,0,5806300,,,,,,,
76573,20040217,20031231,-34000,2446900,,,,,,,
76702,20040217,20031231,0,1867500,,,,,,,
77546,20040217,20031231,0,8000000,,,,,,,
79244,20040217,20031231,0,6500000,,,,,,,
81285,20040217,20031231,0,3232000,,,,,,,
83143,20040217,20031231,0,5018500,,,,,,,
84073,20040217,20031231,-10000,157055,,,,,,,
85926,20040217,20031231,0,1123800,,,,,,,
86218,20040217,20031231,0,22000000,,,,,,,
87055,20040217,20031231,0,5254000,,,,,,,
87844,20040217,20031231,0,659000,,,,,,,
10604,20040514,20040331,0,15476500,,,,,,,
11308,20040514,20040331,0,200000000,,,,,,,
16424,20040514,20040331,0,96000000,,,,,,,
35554,20040514,20040331,0,6708760,,,,,,,
38703,20040514,20040331,0,56448380,,,,,,,
38906,20040514,20040331,0,5703087,,,,,,,
47941,20040514,20040331,0,3456600,,,,,,,
48506,20040514,20040331,0,24000000,,,,,,,
49373,20040514,20040331,-260300,14350600,,,,,,,
53225,20040514,20040331,0,1727765,,,,,,,
57665,20040514,20040331,0,6000000,,,,,,,
59010,20040514,20040331,0,15000000,,,,,,,
59176,20040514,20040331,0,151610700,,,,,,,
61524,20040514,20040331,16,1489430,,,,,,,
62308,20040514,20040331,0,1938179,,,,,,,
68144,20040514,20040331,0,5806300,,,,,,,
76573,20040514,20040331,0,2446900,,,,,,,
76702,20040514,20040331,-48700,1818800,,,,,,,
77546,20040514,20040331,0,8000000,,,,,,,
79244,20040514,20040331,0,6500000,,,,,,,
81285,20040514,20040331,0,3232000,,,,,,,
83143,20040514,20040331,0,5018500,,,,,,,
84073,20040514,20040331,-30200,126855,,,,,,,
85926,20040514,20040331,0,1123800,,,,,,,
86218,20040514,20040331,0,22000000,,,,,,,
87055,20040514,20040331,0,5254000,,,,,,,
87844,20040514,20040331,0,659000,,,,,,,
10604,20040816,20040630,-910400,14566100,,,,,,,
11308,20040816,20040630,0,200000000,,,,,,,
16424,20040816,20040630,0,96000000,,,,,,,
35554,20040816,20040630,0,6708760,,,,,,,
38703,20040816,20040630,0,56448380,,,,,,,
38906,20040816,20040630,0,5703087,,,,,,,
47941,20040816,20040630,-9000,3447600,,,,,,,
48506,20040816,20040630,0,24000000,,,,,,,
49373,20040816,20040630,0,14350600,,,,,,,
51692,20040816,20040630,8000000,8000000,,,,,,,
53225,20040816,20040630,0,1727765,,,,,,,
57665,20040816,20040630,0,6000000,,,,,,,
59010,20040816,20040630,0,15000000,,,,,,,
59176,20040816,20040630,0,151610700,,,,,,,
61524,20040816,20040630,198,1489628,,,,,,,
62308,20040816,20040630,0,1938179,,,,,,,
68144,20040816,20040630,0,5806300,,,,,,,
71116,20040816,20040630,3731300,3731300,,,,,,,
76573,20040816,20040630,-517100,1929800,,,,,,,
76702,20040816,20040630,0,1818800,,,,,,,
77546,20040816,20040630,0,8000000,,,,,,,
79244,20040816,20040630,0,6500000,,,,,,,
81285,20040816,20040630,7265900,10497900,,,,,,,
83143,20040816,20040630,0,5018500,,,,,,,
84073,20040816,20040630,-72900,53955,,,,,,,
85926,20040816,20040630,-10500,1113300,,,,,,,
86218,20040816,20040630,0,22000000,,,,,,,
87055,20040816,20040630,0,5254000,,,,,,,
87844,20040816,20040630,0,659000,,,,,,,
89565,20040816,20040630,5000000,5000000,,,,,,,
10604,20041115,20040930,-1065900,13500200,,,,,,,
11308,20041115,20040930,0,200000000,,,,,,,
16424,20041115,20040930,0,96000000,,,,,,,
35554,20041115,20040930,0,6708760,,,,,,,
38703,20041115,20040930,0,56448380,,,,,,,
38906,20041115,20040930,0,5703087,,,,,,,
47941,20041115,20040930,0,3447600,,,,,,,
48506,20041115,20040930,0,24000000,,,,,,,
49373,20041115,20040930,0,14350600,,,,,,,
51692,20041115,20040930,0,8000000,,,,,,,
53225,20041115,20040930,0,1727765,,,,,,,
57665,20041115,20040930,0,6000000,,,,,,,
59010,20041115,20040930,0,15000000,,,,,,,
59176,20041115,20040930,0,151610700,,,,,,,
61524,20041115,20040930,0,1489628,,,,,,,
62308,20041115,20040930,91200,2029379,,,,,,,
71116,20041115,20040930,1880300,5611600,,,,,,,
76573,20041115,20040930,-567900,1361900,,,,,,,
76702,20041115,20040930,0,1818800,,,,,,,
77546,20041115,20040930,0,8000000,,,,,,,
79244,20041115,20040930,0,6500000,,,,,,,
81285,20041115,20040930,0,10497900,,,,,,,
83143,20041115,20040930,1917250,6935750,,,,,,,
85926,20041115,20040930,0,1113300,,,,,,,
86218,20041115,20040930,0,22000000,,,,,,,
87055,20041115,20040930,0,5254000,,,,,,,
87844,20041115,20040930,0,659000,,,,,,,
89565,20041115,20040930,0,5000000,,,,,,,
11308,20050214,20041231,0,200000000,,,,,,,
16424,20050214,20041231,0,96000000,,,,,,,
35554,20050214,20041231,0,6708760,,,,,,,
38703,20050214,20041231,0,56448380,,,,,,,
38906,20050214,20041231,0,5703087,,,,,,,
47941,20050214,20041231,0,3447600,,,,,,,
48506,20050214,20041231,0,24000000,,,,,,,
49373,20050214,20041231,0,14350600,,,,,,,
51692,20050214,20041231,0,8000000,,,,,,,
53225,20050214,20041231,0,1727765,,,,,,,
57665,20050214,20041231,-3500000,2500000,,,,,,,
59010,20050214,20041231,434243,15434243,,,,,,,
59176,20050214,20041231,0,151610700,,,,,,,
61524,20050214,20041231,19805,1509433,,,,,,,
62308,20050214,20041231,9600,2038979,,,,,,,
71116,20050214,20041231,0,5611600,,,,,,,
76573,20050214,20041231,0,1361900,,,,,,,
76702,20050214,20041231,0,1818800,,,,,,,
77546,20050214,20041231,0,8000000,,,,,,,
79244,20050214,20041231,0,6500000,,,,,,,
81285,20050214,20041231,0,10497900,,,,,,,
83143,20050214,20041231,-1935750,5000000,,,,,,,
83421,20050214,20041231,375500,375500,,,,,,,
85926,20050214,20041231,0,1113300,,,,,,,
86218,20050214,20041231,0,22000000,,,,,,,
87055,20050214,20041231,0,5254000,,,,,,,
89565,20050214,20041231,5000000,10000000,,,,,,,
11308,20050516,20050331,0,200000000,,,,,,,
16424,20050516,20050331,4980000,100980000,,,,,,,
18163,20050516,20050331,630000,630000,,,,,,,
35554,20050516,20050331,0,6708760,,,,,,,
38703,20050516,20050331,0,56448380,,,,,,,
38906,20050516,20050331,0,5703087,,,,,,,
47941,20050516,20050331,0,3447600,,,,,,,
48506,20050516,20050331,0,24000000,,,,,,,
49373,20050516,20050331,-839700,13510900,,,,,,,
51692,20050516,20050331,0,8000000,,,,,,,
53225,20050516,20050331,0,1727765,,,,,,,
57665,20050516,20050331,-25400,2474600,,,,,,,
59010,20050516,20050331,0,15434243,,,,,,,
59176,20050516,20050331,0,151610700,,,,,,,
61524,20050516,20050331,9545,1518978,,,,,,,
62308,20050516,20050331,35900,2074879,,,,,,,
68144,20050516,20050331,-2601700,3204600,,,,,,,
71116,20050516,20050331,0,5611600,,,,,,,
76573,20050516,20050331,-510100,851800,,,,,,,
76702,20050516,20050331,0,1818800,,,,,,,
77546,20050516,20050331,0,8000000,,,,,,,
79244,20050516,20050331,0,6500000,,,,,,,
81285,20050516,20050331,0,10497900,,,,,,,
83143,20050516,20050331,0,5000000,,,,,,,
83421,20050516,20050331,0,375500,,,,,,,
85926,20050516,20050331,0,1113300,,,,,,,
86218,20050516,20050331,0,22000000,,,,,,,
87055,20050516,20050331,0,5254000,,,,,,,
89565,20050516,20050331,0,10000000,,,,,,,
11308,20050815,20050630,0,200000000,,,,,,,
16424,20050815,20050630,0,100980000,,,,,,,
18163,20050815,20050630,0,630000,,,,,,,
35554,20050815,20050630,0,6708760,,,,,,,
38703,20050815,20050630,0,56448380,,,,,,,
38906,20050815,20050630,0,5703087,,,,,,,
45356,20050815,20050630,5000000,5000000,,,,,,,
47941,20050815,20050630,0,3447600,,,,,,,
48506,20050815,20050630,24000000,48000000,,,,,,,
51692,20050815,20050630,0,8000000,,,,,,,
53225,20050815,20050630,0,1727765,,,,,,,
57665,20050815,20050630,0,2474600,,,,,,,
59010,20050815,20050630,0,15434243,,,,,,,
